,a136,no115,b86,a110,no38,d204,a94,b179,no7,d216,a99,b109,b37,b4,c31,c17,a87,c181,c48,c22,b178,c20,d73,a61,d188,c26,a93,b29,b78,c33,b89,a113,b8,no13,c35,b28,b3,osn11,b55,a112,a111,b49,c10,d194,a144,a95,d222,c44,d195,a153,b47,c18,a134,a154,c53,no54,b23,a104,no41,c24,c57,d196,no137,os12,no36,no32,d187,b25,c50,b75,c5,osn16,a119,c166,c1,c45,a135,d219,b34,a100,d206,a92,b21,b43,a88,c6,b51,a130,b182,b40,c138,c56,a85,c52,d201,c14,b2,no19,c9,d217,c46,a114,a103,b60,d193,a97,d220,d202,d205,c150,os15,c160,no42,b174,d221,d203,a102,a39,a90,a145,d200,b59,c30,b71,b27
OTU2162,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2164,0,0,3,1,0,0,9,0,0,27,39,0,0,0,0,0,58,0,0,0,0,0,2,0,7,0,17,0,0,0,7,0,0,0,0,0,0,0,0,0,43,0,0,3,8,12,0,0,1,0,0,0,17,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,1,0,0,43,30,0,0,0,6,0,0,0,3,0,19,0,0,0,0,0,0,0,0,33,0,8,15,0,0,39,11,0,1,8,0,0,0,38,0,0,0,0,12,0,0,0,0,0,0
OTU2165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU598,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,162,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0
OTU599,15,4,7,0,0,2,0,0,2,54,0,0,12,101,4,0,0,18,3,38,0,7,3,0,1,0,0,3,0,10,0,1,1,4,7,9,10,1,0,108,21,12,0,15,0,0,0,0,0,0,0,33,0,0,13,8,42,0,20,29,4,0,14,8,3,12,30,72,3,0,2,6,7,0,2,6,2,16,7,0,0,0,0,0,0,3,16,0,0,1,0,0,0,2,0,12,1,11,56,16,0,0,22,0,22,0,0,0,3,1,2,67,7,0,0,0,40,6,0,0,39,2,0,0,0
OTU1877,0,0,0,0,0,8,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,1,0,0,0,0,0,2,2,0,0,0,0,0,3,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,0,0,0,0,0,0,0
OTU1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1875,39,387,190,557,0,177,334,27,0,344,568,291,0,0,3,0,314,259,0,0,98,0,101,394,96,0,275,4,75,0,120,404,0,0,0,0,0,0,0,54,190,0,0,260,412,468,47,0,110,211,0,0,225,646,0,0,0,333,0,0,0,54,312,0,0,0,261,0,0,633,0,0,309,267,0,0,82,108,0,395,296,22,0,0,581,0,0,347,173,0,249,0,124,0,23,2,0,2,0,300,0,289,65,55,34,323,450,15,122,234,4,34,0,115,91,7,22,0,674,188,321,5,0,1,1
OTU1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU592,0,0,0,0,15,0,0,0,3,0,0,0,1,0,7,3,0,0,0,0,0,10,1,0,6,3,0,5,0,0,0,0,0,7,2,0,2,2,3,0,0,8,3,0,0,0,3,0,0,0,9,0,0,0,16,0,0,0,0,4,0,0,0,0,23,13,0,0,8,0,6,0,0,0,0,11,0,0,0,0,0,0,9,1,0,87,2,0,0,4,0,12,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,7,0,0,0,2,1,11,4
OTU593,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU590,0,0,0,0,0,74,0,47,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,1,0,17,1,43,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,1,0,0,4,0,0,3,0,0,1,0,0,0,0,0,1,7,0,0,1,0,0,1,0,4,57,2,0,0,0,2,2,0,37,0,42,0,2,1,177,3,1,6,0,1,1,13,0,102,1,0,0,140,0,6,0,0,0,44,0,150,0,2,0,10,0,0,0,0,0
OTU591,81,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,103,2,0,0,21,12,0,0,0,0,0,12,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58,0,2,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,45
OTU596,14,69,12,16,0,12,52,8,0,100,84,46,0,0,0,0,15,0,10,0,0,0,1,70,5,0,23,0,78,0,35,19,0,0,0,0,1,0,0,100,76,0,0,12,20,22,18,0,0,61,1,0,22,0,0,0,0,3,0,0,0,12,20,0,0,0,38,0,0,8,0,0,29,146,0,0,22,19,0,20,28,3,0,2,31,2,0,18,4,0,7,0,12,0,0,8,0,0,0,143,0,67,54,18,15,23,9,0,12,63,2,49,0,18,13,0,50,0,8,161,9,1,0,0,1
OTU597,0,7,12,0,0,7,0,0,0,0,9,0,0,0,0,0,4,41,0,0,0,0,4,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,37,35,3,0,0,5,19,0,0,0,6,0,0,0,2,0,0,0,17,0,0,0,0,14,0,0,1,0,0,80,0,0,0,0,25,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,11,0,14,0,0,0,0,0,0,0,0,0,0,0,9,0,4,1,0,0,0
OTU594,2,0,0,2,46,3,0,18,4,16,0,0,32,0,51,18,0,0,19,0,82,0,27,0,13,2,1,10,0,1,0,0,28,29,41,3,20,22,8,0,0,31,6,5,0,0,0,0,5,0,49,16,0,0,13,12,0,0,0,19,2,8,0,0,29,142,0,0,13,0,4,0,0,0,0,30,7,0,0,0,0,0,6,2,0,103,1,51,0,24,0,46,49,33,0,0,1,7,0,0,58,0,0,7,3,0,0,0,0,0,0,0,24,0,14,0,0,20,0,0,32,15,35,11,6
OTU595,8,176,97,132,0,25,99,5,0,58,115,104,1,3,0,0,185,91,0,0,25,1,50,66,37,0,91,0,57,0,61,153,0,0,0,0,4,0,0,84,154,0,0,214,271,194,13,0,49,154,0,0,135,392,0,0,0,114,0,0,0,15,86,2,0,0,55,0,0,311,1,0,243,47,0,1,84,62,2,161,28,6,0,0,115,0,0,107,25,0,110,0,9,0,8,24,1,1,0,121,0,123,67,12,45,83,235,1,21,152,4,59,0,63,65,2,0,0,174,150,39,0,0,2,0
OTU2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
OTU2168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU2371,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2169,14,22,2,12,1,5,10,1,7,17,0,0,14,4,2,1,17,0,4,103,0,31,0,11,0,1,7,4,0,18,15,0,10,7,56,2,2,1,1,14,0,21,2,11,0,3,0,0,1,0,1,24,5,0,33,11,49,0,67,30,13,0,39,53,3,3,20,168,0,0,5,27,25,14,3,14,0,0,62,27,0,0,3,0,0,4,17,0,2,3,1,0,44,6,0,39,3,9,10,64,6,0,2,7,8,0,0,0,0,11,7,0,14,0,0,0,0,4,3,0,1,0,1,0,0
OTU2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU448,0,28,7,8,0,22,17,1,4,0,2,0,0,5,0,0,17,1,0,0,1,0,9,12,2,1,12,0,0,3,23,4,1,0,3,0,17,0,0,3,67,5,0,0,14,26,0,0,1,134,0,0,46,27,0,0,0,4,1,0,0,1,4,0,0,0,24,0,0,16,2,0,13,52,2,1,2,0,0,20,10,0,0,0,21,0,0,0,1,0,112,0,57,1,0,9,2,0,0,0,1,14,2,0,3,1,14,1,6,1,13,2,0,0,5,0,0,0,33,11,12,0,0,1,0
OTU449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,5,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,22,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,36
OTU2571,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU444,1,81,35,57,0,14,200,3,0,0,145,9,0,0,0,0,39,39,0,0,19,0,14,153,10,0,50,0,0,0,15,20,0,0,0,0,0,0,0,36,82,0,0,19,78,41,0,0,17,27,0,0,58,67,0,0,0,46,0,0,0,26,42,0,0,0,41,0,0,80,0,0,57,81,0,0,42,7,0,141,16,0,0,0,73,0,0,35,2,0,30,0,1,0,0,0,0,0,0,0,0,45,32,1,8,54,54,0,10,64,0,0,0,19,21,0,0,0,53,0,70,0,0,0,0
OTU445,1,0,0,0,0,103,0,91,1,0,17,0,0,2,2,0,1,11,0,0,0,6,0,21,0,0,5,0,0,6,0,109,3,0,0,0,2,3,0,0,0,0,1,0,0,0,4,0,4,0,0,10,2,0,0,0,37,0,0,24,0,0,0,1,0,0,0,0,0,0,21,0,1,0,1,0,0,0,0,0,205,3,1,0,0,6,3,0,88,0,46,0,0,0,55,0,0,0,3,0,2,29,0,148,0,0,2,39,0,0,1,0,1,67,0,137,0,0,0,15,0,0,0,0,0
OTU446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,213,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,45,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,96
OTU447,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,0,0,3,0,0,0,0,0,0,1,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,1,0,0,0,0,0,22,9,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,11,149,0,0,0,34,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72,0,0,19,0,0,0,1,0,0,30,0,12,0,1,0,0,34,0,2,0,0,0,0,0,0
OTU440,0,0,0,0,0,8,0,0,0,0,20,0,0,0,0,0,27,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,11,0,0,0,0,0,0,7,0,0,8,0,2,21,0,0,5,0,0,28,0,340,0,0,0,0,0,0,0,0,0
OTU441,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,14,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,11,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
OTU442,0,1,0,0,0,134,0,78,0,8,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,157,0,71,0,0,0,41,8,0,2,0,0,0,72,0,158,9,0,1,31,0,0,12,0,0,102,0,54,0,1,0,0,0,0,0,0,1
OTU443,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0
OTU3343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3342,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2219,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0
OTU3347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU3346,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1909,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
